case_id,channel,seed,snr_db,trials,metric,value,reported_value,config,log
pdsch_dmrs_256qam_mmse,PDSCH,67890,30,200,ber,0.000013021,1.3021e-05,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
pdsch_dmrs_256qam_mmse,PDSCH,67890,30,200,bler,0.01,0.0100,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
pdsch_dmrs_256qam_mmse,PDSCH,67890,35,200,ber,0,0.0000e+00,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
pdsch_dmrs_256qam_mmse,PDSCH,67890,35,200,bler,0,0.0000,configs/pdsch_dmrs_256qam_mmse_seed67890.cfg,logs/pdsch_dmrs_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,12345,25,200,ber,0.00027344,2.7344e-04,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,12345,25,200,bler,0.11,0.1100,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,12345,30,200,ber,0,0.0000e+00,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,12345,30,200,bler,0,0.0000,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,12345,35,200,ber,0,0.0000e+00,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,12345,35,200,bler,0,0.0000,configs/pusch_tp0_256qam_mmse_seed12345.cfg,logs/pusch_tp0_256qam_mmse_seed12345.txt
pusch_tp0_256qam_mmse,PUSCH,67890,25,200,ber,0.00022786,2.2786e-04,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,67890,25,200,bler,0.115,0.1150,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,67890,30,200,ber,0.000019531,1.9531e-05,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,67890,30,200,bler,0.015,0.0150,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,67890,35,200,ber,0,0.0000e+00,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp0_256qam_mmse,PUSCH,67890,35,200,bler,0,0.0000,configs/pusch_tp0_256qam_mmse_seed67890.cfg,logs/pusch_tp0_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,12345,25,200,ber,0.00025391,2.5391e-04,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,12345,25,200,bler,0.09,0.0900,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,12345,30,200,ber,0,0.0000e+00,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,12345,30,200,bler,0,0.0000,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,12345,35,200,ber,0,0.0000e+00,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,12345,35,200,bler,0,0.0000,configs/pusch_tp1_256qam_mmse_seed12345.cfg,logs/pusch_tp1_256qam_mmse_seed12345.txt
pusch_tp1_256qam_mmse,PUSCH,67890,25,200,ber,0.00014974,1.4974e-04,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,67890,25,200,bler,0.06,0.0600,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,67890,30,200,ber,0.0000065104,6.5104e-06,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,67890,30,200,bler,0.005,0.0050,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,67890,35,200,ber,0,0.0000e+00,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
pusch_tp1_256qam_mmse,PUSCH,67890,35,200,bler,0,0.0000,configs/pusch_tp1_256qam_mmse_seed67890.cfg,logs/pusch_tp1_256qam_mmse_seed67890.txt
ber_256qam,BER,12345,25,200,ber,0,0.0000e+00,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,12345,25,200,bler,0,0.0000,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,12345,30,200,ber,0,0.0000e+00,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,12345,30,200,bler,0,0.0000,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,12345,35,200,ber,0,0.0000e+00,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,12345,35,200,bler,0,0.0000,configs/ber_256qam_seed12345.cfg,logs/ber_256qam_seed12345.txt
ber_256qam,BER,67890,25,200,ber,0,0.0000e+00,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
ber_256qam,BER,67890,25,200,bler,0,0.0000,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
ber_256qam,BER,67890,30,200,ber,0,0.0000e+00,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
ber_256qam,BER,67890,30,200,bler,0,0.0000,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
ber_256qam,BER,67890,35,200,ber,0,0.0000e+00,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
ber_256qam,BER,67890,35,200,bler,0,0.0000,configs/ber_256qam_seed67890.cfg,logs/ber_256qam_seed67890.txt
